color,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,7.634527493318167,0.2441387204703206,0.3724161614109618,3.186433201491904,0.031551829396042744,27.137957349010687,4.926750948406546,0.9914398249011189,3.268963412079145,0.47724085301978625,12.210289567077558,9
0,8.83573397750962,0.26533648195605214,0.4360094458681564,9.263124827401604,0.034378197594140285,27.84454939853507,4.846795956160259,0.9959973436205513,3.2124360481171945,0.4631090120292986,10.726446263076353,9
0,7.6020210411351625,0.331280957408107,0.37510105205675814,6.242243028756836,0.023424708045135346,47.746086275945586,4.800699981728094,0.9920975234073515,3.2544719621405394,0.39191004732432555,11.966068911540512,9
0,8.80915630605615,0.26486746422452034,0.43460239267356093,9.128673077695826,0.03431566189660271,27.828915474150676,4.848635977715336,0.9958965048082719,3.213686762067946,0.46342169051698645,10.759277504283578,9
0,6.692519086788732,0.35666931287560566,0.2959212215544788,1.9330687124394337,0.021518106886016897,24.14803053886197,4.470990557634514,0.9899220061151589,3.402228396709747,0.6044488547926761,12.325984730569015,9
0,8.211793732660517,0.3063357109366152,0.40558968663302586,8.016127222285139,0.028136587934194903,39.70817352402047,4.812032712919268,0.9940931431250708,3.2322984097214356,0.4196269878482053,11.328579279491278,9
0,8.708984976610905,0.2630997348813689,0.42929920464410676,8.621923999325753,0.03407996465084919,27.769991162712298,4.855540755546917,0.9955164429994944,3.2184007069830165,0.46460017674575405,10.883018558304176,9
0,6.901417214443197,0.3491489802800449,0.30929070172436457,2.6851019719955094,0.022687936400881906,24.482267543109117,4.507580604318501,0.9905361666104631,3.3846809539867717,0.5919149671334082,12.158866228445444,9
0,8.93070295641574,0.2769257881466288,0.441535147820787,10.107499509573062,0.033691795572303444,30.231642847247066,4.825230862056817,0.9964459369482697,3.206156256130337,0.4523046798370791,10.57699236374718,9
0,7.051855612060931,0.3235546531053768,0.34607422448243724,3.5318353069319075,0.021948245913584182,47.88866327634419,4.83687081670403,0.9900277834180914,3.28,0.3964453468946232,12.639257755175628,9
0,8.522212561594287,0.259803751086958,0.41941125326087403,7.677075311594631,0.03364050014492774,27.660125036231936,4.868288969246375,0.9948078064836959,3.2271899971014455,0.46679749927536135,11.113737423912939,9
0,7.03761661423562,0.3269720125834514,0.3455046645694248,3.594486897363275,0.021578031970126102,48.74300314586284,4.832342925764992,0.9900064249213535,3.28,0.3930279874165486,12.644953354305752,9
0,6.9326781703994715,0.3521572391041269,0.34130712681597886,4.056216050242327,0.01884963243038625,55.03930977603173,4.798325567859517,0.9898490172555993,3.28,0.3678427608958731,12.686928731840212,9
0,8.406361256772657,0.2983761304047549,0.4153180628386329,8.582141837884095,0.029640064256879626,37.1434197970877,4.8156219223649765,0.9947299095676196,3.225223227026449,0.428470966216939,11.125167777010404,9
0,7.9131191567742585,0.31855421631378034,0.39065595783871293,7.147255728797841,0.025828648029619268,43.645247478884784,4.806497840008531,0.9931156626948976,3.243159303390027,0.40605087076246626,11.640829972463276,9
0,7.755770619773762,0.2462783050548311,0.3788349151644933,3.7997807823849135,0.03183710734064415,27.209276835161038,4.918964697764309,0.9918998355867887,3.263257853187117,0.47581446329677923,12.060518646161823,9
0,8.398744493549446,0.2986877252638863,0.4149372246774723,8.559983981234753,0.029581207450154814,37.24382258503003,4.815481657076654,0.9947049819788891,3.2255002002345656,0.42812474970679304,11.13313075674376,9
0,8.27696102816142,0.3036697761206692,0.408848051408071,8.205704809196858,0.028640153399429158,38.849150083326734,4.813236296865019,0.9943064179103465,3.2299286898850395,0.42258913764370093,11.26044983419488,9
0,7.150848953880389,0.3497379973412568,0.35254244769401943,4.9297424112884025,0.01993837827998482,53.693354698849426,4.7922314199024445,0.9906209602126994,3.270878219858895,0.3714022251763813,12.43774882094323,9
0,7.092068405908848,0.31390358258187656,0.34768273623635393,3.35489901400107,0.02299377855363004,45.47589564546914,4.849548563894442,0.9900881026088633,3.28,0.4060964174181234,12.623172637636461,9
0,7.283520262623184,0.26795513697043605,0.35534081050492733,2.5125108444579944,0.02797152682820276,33.988784242609015,4.9077961194438045,0.9903752803939349,3.28,0.4520448630295639,12.546591894950726,9
0,6.661001953891344,0.3578039296599116,0.29390412504904606,1.8196070340088424,0.021341610941791534,24.09760312622615,4.465351992558979,0.9898293457444406,3.4048758358731273,0.6063398827665193,12.351198436886925,9
0,6.964950563049536,0.3444118648681116,0.3425980225219814,3.914217522582046,0.01968871463928791,53.1029662170279,4.808910893861274,0.9898974258445743,3.28,0.3755881351318884,12.674019774780186,9
0,6.6531735271259675,0.3580857530234651,0.29340310573606193,1.7914246976534844,0.02129777175190542,24.085077643401547,4.463946506562081,0.9898063301697504,3.405533423721419,0.6068095883724419,12.357461178299227,9
0,6.9626491636579,0.34496420072210393,0.34250596654631604,3.924343679905239,0.019628878255105404,53.24105018052598,4.808159735299197,0.9898939737454868,3.28,0.37503579927789604,12.674940334536839,9
0,8.063661694859867,0.3123956579375509,0.39818308474299335,7.585197657774156,0.026991931278462604,41.66082311321085,4.809291440537355,0.9936083473649959,3.237685029277823,0.4128937134027212,11.483444591737413,9
0,6.881720309553869,0.36,0.33695338492564486,4.04157601613353,0.01818279690446131,54.989234050925575,4.770076827501612,0.9897908601547769,3.2879211991933235,0.37523307537177597,12.681720309553867,9
0,8.596958089434164,0.2881095087803701,0.4178053177237865,8.78904912196299,0.03218296530083132,27.195132943094663,4.763476899204792,0.9955210567829365,3.2422555204875305,0.49018251463395024,10.802433528452669,9
0,9.096487987906674,0.26993802331600014,0.4498140699480004,10.582233350586701,0.03499173644213335,27.997934110533336,4.828561613314504,0.99698667501294,3.200165271157333,0.46004131778933327,10.40433836787999,9
0,7.075355907725855,0.31791458214579477,0.3470142363090342,3.428434006006238,0.022559253600872232,46.478645536448695,4.84429917709773,0.9900630338615888,3.28,0.4020854178542052,12.629857636909657,9
0,7.795779908817084,0.2469843513320662,0.38095305399619855,4.002180715192309,0.03193124684427549,27.232811711068873,4.916381934110184,0.9920516355363943,3.26137506311449,0.47534376577862253,12.011095406755366,9
0,7.1990345431953795,0.28823170963310907,0.35196138172781516,2.884248009940333,0.02577489812307985,39.057927408277266,4.882509317113498,0.9902485518147931,3.28,0.4317682903668909,12.580386182721847,9
0,8.0442736353314,0.3131888058273518,0.39721368176657,7.528796030054983,0.026842114454833553,41.91639298881336,4.808932096070652,0.9935448955338119,3.2383900496243125,0.4120124379696091,11.50371392669899,9
0,6.788251638965511,0.36,0.3213752731609185,3.2315142043677625,0.01911748361034489,44.70768028620621,4.675956515262383,0.9897441258194828,3.3284242897816116,0.45312363419540747,12.588251638965511,9
0,6.963161442906831,0.34484125370236063,0.34252645771627327,3.9220896512099452,0.019642197515577595,53.21031342559016,4.8083269880214985,0.9898947421643602,3.28,0.37515874629763935,12.674735422837268,9
0,6.935016367761551,0.35856751222793654,0.3417508183880775,4.301865797124512,0.01827058102361198,56.53842060677956,4.788154711752907,0.989914599021765,3.2787266775359436,0.36159165308007046,12.663391979158378,9
0,7.28413670693226,0.26780719033625777,0.3553654682772904,2.50979848949806,0.027987554380238734,33.95179758406445,4.9079782930715625,0.9903762050603985,3.28,0.4521928096637422,12.546345317227097,9
0,7.108883391083667,0.30986798613991995,0.3483553356433467,3.280913079231866,0.023430968168175338,44.466996534979984,4.854802477495923,0.9901133250866255,3.28,0.41013201386008,12.616446643566533,9
0,7.110678501138535,0.30943715972675157,0.34842714004554143,3.2730145949904457,0.02347764102960191,44.3592899316879,4.855361739991338,0.9901160177517079,3.28,0.4105628402732484,12.615728599544585,9
0,7.477318936504439,0.3363824071430002,0.36886594682522195,5.879473269831094,0.022461100872988846,49.38988674607785,4.798366468792043,0.99168940742856,3.2590065841271114,0.38624176984111086,12.09643929365445,9
0,7.280611427115849,0.26865325749219626,0.35522445708463396,2.5253097206902653,0.027895897105012068,34.16331437304907,4.906936042845633,0.9903709171406738,3.28,0.4513467425078037,12.54775542915366,9
0,6.955237056565697,0.3467431064242326,0.34220948226262793,3.9569569511109317,0.019436163470708128,53.68577660605816,4.805736639984245,0.9898828555848486,3.28,0.37325689357576736,12.67790517737372,9
0,7.680168746809708,0.3280840058123301,0.37900843734048545,6.46958180890097,0.0240285766798932,46.71595742841748,4.802159565617871,0.9923532795350136,3.2516302273887376,0.39546221576407764,11.884369037426215,9
0,7.318097479135204,0.3341484907511326,0.3359582386646531,4.185150924886736,0.025021345883157145,25.148955966616327,4.576794586433536,0.9917612065886575,3.349679811752643,0.5669141512518877,11.825522016691837,9
0,8.448122134996822,0.29666773084103915,0.41740610674984113,8.703628029081663,0.02996276195224817,36.59293549322371,4.816390613706132,0.9948665815327169,3.2237046496364794,0.430369187954401,11.081508677048777,9
0,8.586062947690198,0.2910246975944919,0.4243031473845099,9.104910393280576,0.031028668232151533,34.77462478044739,4.818925495305173,0.9953180241924406,3.218688620083993,0.436639224895009,10.937297827414794,9
0,7.37895340518182,0.24505118275636342,0.35915813620727277,2.0926050171999964,0.030452788534727295,28.262795689090858,4.935610957029873,0.9905184301077727,3.28,0.4749488172436366,12.508418637927273,9
0,9.06067734358649,0.27160865412600727,0.4480338671793245,10.48560681770615,0.034696143109531966,28.518344107269,4.827598524209045,0.9968713076699194,3.2014299147786733,0.45821260652665863,10.441110049886852,9
0,6.92701074258073,0.35889501507624283,0.34135053712903657,4.278576705689399,0.018208719374487464,56.643949302344915,4.78800317907054,0.9898883987939006,3.2790177911788825,0.36122776102639687,12.671761496392872,9
0,7.113886566867931,0.3086672239516965,0.34855546267471726,3.258899105781103,0.023561050738566208,44.16680598792413,4.856360427361479,0.9901208298503019,3.28,0.4113327760483035,12.614445373252828,9
0,7.207836676420159,0.2861191976591618,0.3523134670568064,2.8455186237512997,0.02600375358692414,38.529799414790446,4.88517385775307,0.9902617550146303,3.28,0.4338808023408382,12.576865329431936,9
0,7.239823641346535,0.2784423260768316,0.3535929456538614,2.7047759780752463,0.026835414675009907,36.610581519207905,4.8947974577164155,0.9903097354620198,3.28,0.44155767392316836,12.564070543461385,9
0,7.14563471966266,0.34035715009214423,0.32492062205841027,3.564284990785578,0.0240555544301109,24.873015551460256,4.548725769709605,0.9912541660758083,3.3641666835483366,0.5772619168202404,11.963492224269872,9
0,6.884988355185068,0.36,0.3374980591975113,4.069899078270586,0.018150116448149324,55.34871907035743,4.773212614999101,0.9897924941775925,3.2865050460864706,0.37250970401244365,12.684988355185068,9
0,8.56586253603888,0.2892289487026003,0.41581520230648833,8.677105129739969,0.03200883020181773,27.14538005766221,4.759327627754258,0.9954296358559543,3.2448675469727344,0.4920482478376672,10.827309971168896,9
0,6.626823300693678,0.36,0.29447055011561296,1.832468606011875,0.020731766993063224,26.950563076304565,4.489085415846591,0.9896634116503469,3.398376569699406,0.5876472494219351,12.426823300693679,9
0,7.108790387892465,0.3098903069058086,0.3483516155156986,3.2813222932731576,0.02342855008520407,44.47257672645215,4.8547734940373015,0.9901131855818387,3.28,0.4101096930941914,12.616483844843014,9
0,8.797795768905411,0.2808793523194052,0.43065892920994636,9.512064768059481,0.033307656305870306,27.516473230248657,4.789869031415254,0.9961115195605819,3.2253851554119457,0.4781322538656753,10.64176338487567,9
0,6.9276339888542955,0.35336784267496923,0.3411053595541718,4.078410449041103,0.018718483710211665,55.34196066874231,4.796660906839605,0.9898414509832815,3.28,0.36663215732503074,12.688946404458282,9
0,8.305417430875222,0.2559779546625039,0.40793386398751175,6.58034700325112,0.033130393955000524,27.532598488750132,4.88288542416629,0.9939852602524384,3.2373921208999894,0.4693480302249974,11.381543173624726,9
0,7.206705694605354,0.28639063329471504,0.3522682277842142,2.850494943736443,0.0259743480597392,38.59765832367877,4.884831889476994,0.990260058541908,3.28,0.43360936670528494,12.577317722157858,9
0,6.650110183827622,0.36,0.29835169730460376,2.034288259839396,0.020498898161723775,29.512120221038483,4.518295026998157,0.9896750550919139,3.3882855870080304,0.5682415134769812,12.450110183827622,9
0,9.080570977501349,0.27079482364767216,0.44902854887506743,10.54347920727665,0.034849866644328605,28.25610984202768,4.827960419938551,0.9969364141081862,3.200706509909042,0.45911686261369766,10.420312159884954,9
0,6.669501510415033,0.36,0.30158358506917216,2.202346423596953,0.02030498489584967,31.645166145653633,4.541983687490925,0.9896847507552076,3.3798826788201524,0.5520820746541392,12.469501510415034,9
0,8.974009903097276,0.2751541403278387,0.4437004951548638,10.233483354464804,0.03402644016029714,29.660778550081357,4.826020380534234,0.9965876687737729,3.2045814580691903,0.4542731774135126,10.531716919489211,9
0,7.67077737221679,0.3284681984093132,0.3785388686108395,6.442261446448842,0.023956006967129736,46.839752820778685,4.801984273192426,0.992322544127255,3.2519717319193893,0.39503533510076316,11.894187292682448,9
0,8.119341987197148,0.30530368846090267,0.38723788718061747,7.069631153909732,0.02950831512830403,26.430947179515435,4.697765183020067,0.9941168654423597,3.2823752730754396,0.5188394807681711,11.184526410242283,9
0,8.027914724236318,0.31385803400851425,0.39639573621181595,7.481206470505654,0.02671570468728065,42.13203318052125,4.808628794330523,0.9934913572793189,3.2389849191186793,0.41126885110165085,11.52081642466203,9
0,6.669200943515327,0.36,0.3015334905858879,2.199741510466173,0.020307990564846723,31.612103786686035,4.541620760583663,0.9896846004717577,3.3800129244766914,0.5523325470705603,12.469200943515327,9
0,8.711638329587881,0.28588752288049574,0.4305819164793941,9.470220595164747,0.03199902345590636,33.119312928159744,4.821227568325689,0.9957289981695603,3.2141222425604408,0.44234719679944917,10.806014473612668,9
0,8.725173444580701,0.26338541372789476,0.43015624118368423,8.703818601996492,0.0341180551637193,27.779513790929826,4.854428114402366,0.9955778639514974,3.217638896725614,0.4644097241814035,10.863021039047368,9
0,7.3067808689278735,0.2623725914573105,0.3562712347571149,2.41016417671736,0.02857630259212469,32.593147864327634,4.914647272828148,0.9904101713033918,3.28,0.45762740854268946,12.537287652428851,9
0,7.0102077632166235,0.3335501368280104,0.34440831052866494,3.7150858418468573,0.020865401843632204,50.3875342070026,4.8235689829665365,0.9899653116448249,3.28,0.3864498631719896,12.65591689471335,9
0,7.224937370416635,0.2820150311000076,0.3529974948166654,2.770275570166806,0.02644837163083251,37.5037577750019,4.890330292079433,0.9902874060556249,3.28,0.4379849688999924,12.570025051833346,9
0,7.027253888439472,0.3547941591092943,0.34636269442197365,4.570193130005737,0.018983325501577736,55.322562379661505,4.789898954644812,0.9902164672712565,3.275372585874928,0.36578426765633965,12.566961843904188,9
0,7.452525528760621,0.24092692109577565,0.362780763287327,2.265717380789022,0.031123589479436754,27.03089736985919,4.938326498519699,0.9907492880355918,3.2775282104112646,0.4793820526028162,12.435115523295703,9
0,8.844328946919536,0.2804592703532917,0.43721644734597687,9.856229663765923,0.03302436004437824,31.370209336060654,4.823654334523389,0.9961632583717367,3.209297129202926,0.4483785884963426,10.667292464584122,9
0,8.919380707988033,0.27650229451243086,0.4384403653112341,9.949770548756916,0.03398853196473298,27.711009132780852,4.805514511289586,0.9964689792814848,3.2151720205290055,0.4708371575207181,10.544495433609574,9
0,9.088797209822157,0.27045829596182086,0.4494398604911079,10.567410064937185,0.034913432984989404,28.147673143253378,4.828110029461125,0.9969633363230543,3.2004073741882855,0.45949078226464357,10.411712007913199,9
0,8.804378076326872,0.2647831425234154,0.43434942757024614,9.10450085671241,0.034304419003122054,27.826104750780512,4.848966424671821,0.9958783756425343,3.213911619937559,0.46347790498438973,10.765180023360923,9
0,8.42638856786548,0.25811273943292024,0.4143382182987607,7.192318637437134,0.03341503192438937,27.603757981097342,4.874766927415086,0.9944442389780779,3.231699361512213,0.46792484037805315,11.232108239695584,9
0,8.495596189260228,0.2917585371866318,0.4113181561126546,8.424146281336823,0.03161533865985728,27.032953902816367,4.74988766029826,0.9952230527964251,3.250769920102141,0.4962642286443863,10.883523048591817,9
0,7.916764949308553,0.24911938145838625,0.3873581443751587,4.614222684737387,0.03221591752778483,27.303979381946206,4.908531021274775,0.9925106670135531,3.2556816494443033,0.47392041236107585,11.861643297912964,9
0,6.646168771901956,0.36,0.2976947953169927,2.0001293564836233,0.020538312280980436,29.078564909215217,4.513410763747353,0.989673084385951,3.389993532175819,0.5715260234150362,12.446168771901958,9
0,7.71308368751595,0.24552500625028145,0.3765750187508444,3.583835125080687,0.03173666750003753,27.18416687500938,4.921712978789081,0.9917378763438105,3.265266649999249,0.47631666249981236,12.113249562480297,9
0,7.28777971408167,0.2669328686203993,0.3555111885632668,2.4937692580406536,0.02808227256612341,33.73321715509982,4.9090542093334735,0.9903816695711225,3.28,0.4530671313796007,12.544888114367332,9
0,6.667145284446787,0.36,0.30119088074113115,2.18192579853882,0.02032854715553213,31.385981289146564,4.53913506714899,0.9896835726422234,3.380903710073059,0.5540455962943442,12.467145284446786,9
0,6.761092326868024,0.36,0.31684872114467066,2.9961334995228754,0.01938907673131976,41.72015595548265,4.646860255254826,0.989730546163434,3.340193325023856,0.4757563942766466,12.561092326868025,9
0,8.082349837104257,0.3066354058642467,0.3848703895746725,6.936459413575328,0.029301159087783846,26.371759739366812,4.692490875175013,0.9940081085210866,3.2854826136832425,0.5210590097737445,11.214120130316594,9
0,8.386146553324279,0.25740258623513435,0.412207758705403,6.988741387405176,0.033320344831351247,27.580086207837812,4.877474932687769,0.9942915560405539,3.233593103372975,0.4683982758432438,11.281818963540596,9
0,7.555527623576183,0.24274460512193263,0.3682338153657979,2.786786801620692,0.03136594734959102,27.091486837397756,4.93179190401347,0.9911400901012155,3.2726810530081796,0.47817026325204487,12.307877641464716,9
0,7.608316533528353,0.24367617412108858,0.3710285223632658,3.0538365813787287,0.03149015654947848,27.12253913736962,4.9284262795695515,0.9913403774360341,3.27019686901043,0.47754921725260757,12.242667811523798,9
0,6.679680012776612,0.36,0.3032800021294353,2.290560110730636,0.020203199872233884,32.7648014054273,4.554196855648859,0.9896898400063884,3.375471994463468,0.5435999893528235,12.479680012776612,9
0,7.620175366180767,0.24388544763848413,0.37165634291545235,3.1138283230321155,0.03151805968513122,27.129514921282805,4.927668643838042,0.9913853712422741,3.2696388062973756,0.4774097015743439,12.228018665306111,9
0,8.910871735777262,0.26666244239606934,0.439987327188208,9.643233486873203,0.03455499231947591,27.88874807986898,4.841575638665658,0.9962824251151549,3.208900153610482,0.46222503840262047,10.633629032275149,9
0,7.47539245300942,0.2413304550531074,0.3639913651593222,2.3813971152241216,0.031177394007080986,27.044348501770248,4.936879472560097,0.9908360478364181,3.27645211985838,0.47911302996459504,12.406868146282482,9
0,8.865616949351265,0.26586382851796353,0.43759148555389055,9.414297508482875,0.034448510469061805,27.86212761726545,4.844723051000926,0.9961107231313622,3.211029790618764,0.462757447654691,10.689532003742555,9
0,8.680935364394731,0.287143553274761,0.4290467682197366,9.380902878239219,0.03176177327032293,33.52403383297853,4.8206652046966685,0.9956285157380191,3.21523871402201,0.44095160747248785,10.838113028132781,9
0,7.658467642594152,0.32897177825751195,0.37792338212970766,6.406451323910261,0.023860886329136632,47.00201743853163,4.8017544623751265,0.992282257739399,3.252419358451122,0.3944758019360978,11.90705655546975,9
0,7.977143426522848,0.31042283664517745,0.37813717929746227,6.5577163354822545,0.028712003188527953,26.203429482436558,4.677336765500071,0.9936988016739772,3.294319952172081,0.5273713944086291,11.298285258781721,9
0,8.908629128194898,0.27782880839202695,0.4404314564097449,10.043284736566974,0.03352122508150603,30.522616037430893,4.824828199470328,0.9963736953286378,3.206958940792913,0.45130132400885903,10.600069547796243,9
0,8.405629537779813,0.25774640360787904,0.4132392108236371,7.087302367591991,0.033366187147717205,27.5915467869293,4.876164780224418,0.994365476775694,3.232676257045656,0.46816906426141397,11.257751747448468,9
0,7.213655741493843,0.2847226220414777,0.35254622965975374,2.8199147374270908,0.026155049278839916,38.18065551036942,4.886931487666228,0.9902704836122408,3.28,0.4352773779585223,12.574537703402463,9
0,7.249384459400815,0.33662215946157065,0.33156060540165216,3.937784053842936,0.024636552972644568,25.039015135041303,4.5657055777880196,0.9915591903106384,3.3554517054103314,0.5710369324359511,11.880492432479349,9
0,7.870185806729406,0.24829739658934244,0.38489218976802736,4.378587022278169,0.03210631954524566,27.276579886311414,4.911560917757468,0.9923339402667086,3.257873609095087,0.4744684022737717,11.919182238746028,9
0,6.748762720523631,0.36,0.31479378675393854,2.8892769112048042,0.01951237279476369,40.363899257599435,4.633366652833958,0.9897243813602619,3.3455361544397597,0.4860310662303073,12.548762720523632,9
0,7.359476892046176,0.24972554590891774,0.358379075681847,2.1783016749968254,0.029946399193200576,29.431386477229438,4.92999684448373,0.9904892153380693,3.28,0.4702744540910822,12.51620924318153,9
0,8.615596955710416,0.28981648817548306,0.42577984778552075,9.190827507521208,0.03125688556685321,34.38531285654453,4.819467395470164,0.9954146809459613,3.217614656155985,0.4379816798050189,10.906421364484567,9
0,7.938460101778687,0.24950223709021213,0.38850671127063635,4.723974632527475,0.03226696494536162,27.316741236340405,4.907116647488281,0.9925929809743956,3.2546607010927677,0.4736651752731919,11.834843403685152,9
0,6.622839257847089,0.36,0.293806542974515,1.7979402346747806,0.0207716074215291,26.512318363179908,4.484001479164846,0.9896614196289236,3.4001029882662612,0.5909672851274249,12.422839257847091,9
0,8.728017285121922,0.28339137773561085,0.426193106247803,9.260862226438919,0.03291689679668276,27.404827656195074,4.780778170838315,0.9959063708182585,3.231246548049759,0.4823189628926847,10.697586171902463,9
0,7.837866317534935,0.31543681256874234,0.36922344432223586,6.056318743125768,0.02793205137819564,25.980586108055896,4.656915166608732,0.9932893269735528,3.3060192293270654,0.5357280209479038,11.40970694597205,9
0,7.140293288663324,0.3023296107208022,0.34961173154653297,3.1427095298813743,0.024247625505246423,42.58240268020056,4.864543301013763,0.990160439932995,3.28,0.41767038927919775,12.60388268453467,9
0,6.777722335397855,0.36,0.31962038923297587,3.140260240114746,0.01922277664602145,43.54945689376408,4.66477654534816,0.9897388611676989,3.332986987994263,0.4618980538351206,12.577722335397855,9
0,8.714298125035327,0.2857787130667366,0.43071490625176645,9.477958181920954,0.03201957642072754,33.08425198817068,4.8212762709605075,0.995737702954661,3.214025522725988,0.44246809659251496,10.803233778372157,9
0,7.991275653433728,0.25043427623706577,0.39130282871119737,4.991159187958861,0.03239123683160877,27.347809207902195,4.903665053017725,0.9927933693909692,3.2521752633678247,0.47304381584195615,11.769600663405395,9
0,7.060991923720469,0.3213619383070876,0.3464396769488187,3.49163553562994,0.022185790016732175,47.34048457677191,4.839765332368028,0.9900414878855808,3.28,0.3986380616929124,12.635603230511812,9
0,6.769719589198737,0.36,0.31828659819978955,3.070903106389057,0.019302804108012626,42.669154811861105,4.656194868673389,0.9897348597945994,3.336454844680547,0.4685670090010522,12.569719589198737,9
0,7.033514135084711,0.32795660757966943,0.3453405654033884,3.612537805627273,0.021471367512202476,48.989151894917356,4.831034555743659,0.9900002712026271,3.28,0.39204339242033054,12.646594345966115,9
0,8.893670976803769,0.26635889959065473,0.4390766987719642,9.556217882654359,0.03451451994542064,27.878629986355158,4.842773096731743,0.9962171634119907,3.2097096010915873,0.46242740027289686,10.654877028654168,9
0,8.755624236731778,0.26392278064820784,0.43176834194462355,8.857863785819582,0.034189704086427714,27.797426021606928,4.852331856528932,0.9956933978393647,3.216205918271446,0.46405147956786147,10.82540535462545,9
0,7.980631881080677,0.2502464449602472,0.3907393348807417,4.937314221937541,0.0323661926613663,27.341548165341575,4.904361602508149,0.9927529856664532,3.252676146772674,0.4731690366931685,11.782748852782694,9
0,8.845988939460211,0.26551745187282727,0.43655235561848177,9.315002870210481,0.03440232691637697,27.85058172909424,4.846085079905211,0.9960362521526579,3.2119534616724605,0.46298836541811517,10.713778368902092,9
0,8.808047242111565,0.2819435219136178,0.43540236210557826,9.750682886142734,0.03274400141631664,31.84846817216573,4.8229913666208155,0.9960445182469105,3.2106164639232158,0.44672942009598027,10.705223337792455,9
0,8.370907441787587,0.2962473320956469,0.40333807627440554,7.975266790435313,0.030917081674010492,26.83345190686014,4.732913727071944,0.9948564678788555,3.261243774889843,0.5037455534927447,10.983274046569932,9
0,7.318506664181836,0.2595584005963594,0.3567402665672734,2.3585706775999213,0.028881173268727738,31.889600149089837,4.918083261929948,0.9904277599962727,3.28,0.4604415994036406,12.532597334327265,9
0,8.585701484837783,0.2609241438500785,0.42277243155023553,7.998254570355839,0.03378988584667714,27.697471461669284,4.8639737191460855,0.9950486909277669,3.2242022830664574,0.4660505707666143,11.035309930494504,9
0,7.943760688007489,0.24959577684719098,0.38878733054157294,4.750789362861417,0.0322794369129588,27.3198592282397,4.906770781655574,0.9926130920221461,3.254411261740824,0.473602815435206,11.82829562069663,9
0,8.260945032073405,0.3043249759606334,0.4080472516036703,8.15911282057718,0.028516393429658136,39.06027003175966,4.812940629415146,0.9942540019231493,3.230511089742785,0.42186113782151846,11.277193830105077,9
0,7.44402339297319,0.3377444975601877,0.36720116964865945,5.782613506831096,0.0222038171275201,49.8287825471716,4.797742497168659,0.991580440195185,3.260217331164611,0.38472833604423584,12.131248270982574,9
0,6.996512763232684,0.34572554052362336,0.3153768168468918,3.0274459476376636,0.023220471474103034,24.634420421172294,4.523803926459091,0.9908157475239041,3.3766929278884548,0.586209234206039,12.082789789413853,9
0,8.80217689799732,0.28072163167209646,0.43093932147182856,9.527836832790356,0.033332190628785,27.523483036795714,4.790437064466908,0.9961244000801122,3.2250171405682253,0.4778693861201607,10.638258481602143,9
0,7.335921763872617,0.2553787766705722,0.35743687055490464,2.28194423896049,0.029333965860688017,30.84469416764304,4.923164688440224,0.9904538826458089,3.28,0.4646212233294278,12.525631294450953,9
0,6.6731182075863975,0.3573677445268897,0.29467956528552947,1.8632255473110324,0.02140946196248383,24.116989132138237,4.467523411508298,0.9898649675303041,3.403858070562743,0.6056129075448161,12.341505433930882,9
0,8.803888475960097,0.2647745025169429,0.43432350755082866,9.102024054856958,0.03430326700225905,27.825816750564762,4.849000277687306,0.9958765180411427,3.2139346599548193,0.46348366498870475,10.765784823813998,9
0,8.880921225295143,0.26613390397579667,0.4384017119273899,9.491719139728371,0.03448452053010622,27.871130132526556,4.843659766442753,0.9961687893547962,3.210309589397876,0.4625773973494689,10.670626721694235,9
0,7.4377971356478545,0.32983930311667725,0.34361901668146266,4.616069688332278,0.025691663959627988,25.34047541703657,4.595822989905251,0.9921131235788047,3.3396250406055805,0.5597321718611287,11.729762291481716,9
0,8.45877064072902,0.2930842569337553,0.4089613210066573,8.29157430662447,0.031409115588082515,26.97403302516643,4.744904493158555,0.9951147856837433,3.2538632661787625,0.49847376155625883,10.912983487416785,9
0,8.746328228693722,0.28446839064434776,0.43231641143468613,9.571136665290828,0.03226708176717876,32.66203698540094,4.821862577403091,0.9958425287484521,3.2128607916838647,0.4439240103951692,10.769747760911109,9
0,7.300472546938064,0.3436170321707156,0.3600236273469032,5.365011045638002,0.02109456058997594,51.72104369945281,4.795047830839222,0.9911106374263428,3.265437361929525,0.3782032975880938,12.281324155473843,9
0,6.983932911021129,0.339856101354929,0.34335731644084516,3.8306951915070324,0.020182255686549355,51.964025338732256,4.8150851556942005,0.9899258993665317,3.28,0.380143898645071,12.666426835591547,9
0,8.01642901427384,0.31432790396152477,0.395821450713692,7.447793496069352,0.026626951473934214,42.28343572093575,4.8084157890006605,0.993453767683078,3.239402581299133,0.4107467733760836,11.532824212350077,9
0,7.410855981918617,0.240191576151505,0.360574728454515,2.0549184967647687,0.031025543486867334,27.006385871716834,4.940957987896205,0.9905911888725736,3.279489130262653,0.47987228256566333,12.48658966939465,9
0,7.317595332937282,0.33416656801425787,0.33592610130798606,4.1833431985742155,0.02501853386444878,25.14815253269965,4.576713993745027,0.9917597302788357,3.3497219920332686,0.5669442800237631,11.825923733650175,9
